0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
1.0000000000000000e-04	3.0853768472989523e-06	2.9525298064688849e-05	1.9706964126958473e-04	3.1414301087335406e-04
2.0000000000000001e-04	6.1707533900834181e-06	5.9050593215347604e-05	3.9413926308917562e-04	6.2828599074203595e-04
3.0000000000000003e-04	9.2561293238389411e-06	8.8575882537946465e-05	5.9120884600878081e-04	9.4242890860137659e-04
4.0000000000000002e-04	1.2341504344051124e-05	1.1810116311845619e-04	7.8827837057841214e-04	1.2565717334467129e-03
5.0000000000000001e-04	1.5426878146205660e-05	1.4762643204284841e-04	9.8534781734808735e-04	1.5707144342733911e-03
6.0000000000000006e-04	1.8512250425788367e-05	1.7715168639709594e-04	1.1824171668678319e-03	1.8848569800767698e-03
6.9999999999999999e-04	2.1597620878285202e-05	2.0667692326717294e-04	1.3794863996876805e-03	2.1989993398522222e-03
8.0000000000000004e-04	2.4682989199182317e-05	2.3620213973905543e-04	1.5765554963576800e-03	2.5131414825951412e-03
9.0000000000000008e-04	2.7768355083966065e-05	2.6572733289872133e-04	1.7736244374278901e-03	2.8272833773009398e-03
1.0000000000000000e-03	3.0853718228123036e-05	2.9525249983215087e-04	1.9706932034483859e-03	3.1414249929650557e-03
1.1000000000000001e-03	3.3939078327140103e-05	3.2477763762532697e-04	2.1677617749692604e-03	3.4555662985829552e-03
1.2000000000000001e-03	3.7024435076504429e-05	3.5430274336423531e-04	2.3648301325406251e-03	3.7697072631501339e-03
1.3000000000000002e-03	4.0109788171703512e-05	3.8382781413486479e-04	2.5618982567126129e-03	4.0838478556621218e-03
1.4000000000000000e-03	4.3195137308225202e-05	4.1335284702320767e-04	2.7589661280353792e-03	4.3979880451144846e-03
1.5000000000000000e-03	4.6280482181557761e-05	4.4287783911526018e-04	2.9560337270591058e-03	4.7121278005028300e-03
1.6000000000000001e-03	4.9365822487189851e-05	4.7240278749702235e-04	3.1531010343340000e-03	5.0262670908228065e-03
1.7000000000000001e-03	5.2451157920610592e-05	5.0192768925449859e-04	3.3501680304102983e-03	5.3404058850701090e-03
1.8000000000000002e-03	5.5536488177309585e-05	5.3145254147369793e-04	3.5472346958382679e-03	5.6545441522404816e-03
1.9000000000000000e-03	5.8621812952776936e-05	5.6097734124063421e-04	3.7443010111682084e-03	5.9686818613297196e-03
2.0000000000000000e-03	6.1707131942503309e-05	5.9050208564132666e-04	3.9413669569504549e-03	6.2828189813336754e-03
2.1000000000000003e-03	6.4792444841979930e-05	6.2002677176179981e-04	4.1384325137353784e-03	6.5969554812482583e-03
2.2000000000000001e-03	6.7877751346698602e-05	6.4955139668808379e-04	4.3354976620733868e-03	6.9110913300694367e-03
2.3000000000000000e-03	7.0963051152151794e-05	6.7907595750621506e-04	4.5325623825149308e-03	7.2252264967932467e-03
2.4000000000000002e-03	7.4048343953832638e-05	7.0860045130223642e-04	4.7296266556105028e-03	7.5393609504157915e-03
2.5000000000000001e-03	7.7133629447234915e-05	7.3812487516219690e-04	4.9266904619106374e-03	7.8534946599332410e-03
2.6000000000000003e-03	8.0218907327853182e-05	7.6764922617215294e-04	5.1237537819659181e-03	8.1676275943418435e-03
2.7000000000000001e-03	8.3304177291182691e-05	7.9717350141816766e-04	5.3208165963269733e-03	8.4817597226379189e-03
2.8000000000000000e-03	8.6389439032719521e-05	8.2669769798631206e-04	5.5178788855444839e-03	8.7958910138178702e-03
2.9000000000000002e-03	8.9474692247960557e-05	8.5622181296266486e-04	5.7149406301691825e-03	9.1100214368781834e-03
3.0000000000000001e-03	9.2559936632403488e-05	8.8574584343331250e-04	5.9120018107518529e-03	9.4241509608154260e-03
3.1000000000000003e-03	9.5645171881546928e-05	9.1526978648435024e-04	6.1090624078433381e-03	9.7382795546262596e-03
