0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
1.0000000000000000e-02	3.0833569423546499e-04	2.9506709028436888e-03	1.9698693705619090e-02	3.1411708586714494e-02
2.0000000000000000e-02	6.1636709836653908e-04	5.8984298497450862e-03	3.9377947178802846e-02	6.2792417609435438e-02
3.0000000000000000e-02	9.2379022258642699e-04	8.8403677585108510e-03	5.9018339372278301e-02	9.4111158096996319e-02
4.0000000000000000e-02	1.2303016773871673e-03	1.1773581291609500e-02	7.8600487590163780e-02	1.2533702223369328e-01
5.0000000000000000e-02	1.5355989729684480e-03	1.4695175721415025e-02	9.8105066616349636e-02	1.5643919386156766e-01
6.0000000000000000e-02	1.8393808177585197e-03	1.7602267786953579e-02	1.1751282778615339e-01	1.8738697889223343e-01
7.0000000000000000e-02	2.1413474157526010e-03	2.0491988539333955e-02	1.3680461798242784e-01	2.1814983559823670e-01
8.0000000000000000e-02	2.4412007623753411e-03	2.3361486173053766e-02	1.5596139853737532e-01	2.4869740475405335e-01
9.0000000000000000e-02	2.7386449385753565e-03	2.6207928840387179e-02	1.7496426402141425e-01	2.7899953959697928e-01
1.0000000000000000e-01	3.0333864028616084e-03	2.9028507446076724e-02	1.9379446090055563e-01	3.0902633557834563e-01
1.1000000000000000e-01	3.3251342809934145e-03	3.1820438419571167e-02	2.1243340604387697e-01	3.3874815987569778e-01
1.2000000000000000e-01	3.6136006530382069e-03	3.4580966462073581e-02	2.3086270506282893e-01	3.6813568063681359e-01
1.3000000000000000e-01	3.8985008375137445e-03	3.7307367265688605e-02	2.4906417046427604e-01	3.9715989592670021e-01
1.4000000000000000e-01	4.1795536723343661e-03	3.9996950201985430e-02	2.6701983959935662e-01	4.2579216234900250e-01
1.5000000000000000e-01	4.4564817922840238e-03	4.2647060977323213e-02	2.8471199239044854e-01	4.5400422331357707e-01
1.6000000000000000e-01	4.7290119027422642e-03	4.5255084252318447e-02	3.0212316881874651e-01	4.8176823692233528e-01
1.7000000000000000e-01	4.9968750493930241e-03	4.7818446222869178e-02	3.1923618615519258e-01	5.0905680344583527e-01
1.8000000000000000e-01	5.2598068836500689e-03	5.0334617160188913e-02	3.3603415591775531e-01	5.3584299236350691e-01
1.9000000000000000e-01	5.5175479235371317e-03	5.2801113907343517e-02	3.5250050053832251e-01	5.6210036894082424e-01
2.0000000000000000e-01	5.7698438097652970e-03	5.5215502329827309e-02	3.6861896972275957e-01	5.8780302031719693e-01
2.1000000000000000e-01	6.0164455567549091e-03	5.7575399717759944e-02	3.8437365648798782e-01	6.1292558107883521e-01
2.2000000000000000e-01	6.2571097983542789e-03	5.9878477137333398e-02	3.9974901286025635e-01	6.3744325829135087e-01
2.3000000000000000e-01	6.4915990280126938e-03	6.2122461729188457e-02	4.1472986521911500e-01	6.6133185596739019e-01
2.4000000000000000e-01	6.7196818331707088e-03	6.4305138951452504e-02	4.2930142927194582e-01	6.8456779894515227e-01
2.5000000000000000e-01	6.9411331236364037e-03	6.6424354765224979e-02	4.4344932464427489e-01	7.0712815615422745e-01
2.6000000000000000e-01	7.1557343537222272e-03	6.8478017760353714e-02	4.5715958907146585e-01	7.2899066324579531e-01
2.7000000000000000e-01	7.3632737379232049e-03	7.0464101219404255e-02	4.7041869217778934e-01	7.5013374456484894e-01
2.8000000000000000e-01	7.5635464599236642e-03	7.2380645117785282e-02	4.8321354882927033e-01	7.7053653444276158e-01
2.9000000000000000e-01	7.7563548747262093e-03	7.4225758058056240e-02	4.9553153204713558e-01	7.9017889778918240e-01
3.0000000000000000e-01	7.9415087037034720e-03	7.5997619136508268e-02	5.0736048546911719e-01	8.0904144996293974e-01
3.1000000000000000e-01	8.1188252223801446e-03	7.7694479740176314e-02	5.1868873534631452e-01	8.2710557590234164e-01
3.2000000000000000e-01	8.2881294407599758e-03	7.9314665272509021e-02	5.2950510206377495e-01	8.4435344849599426e-01
3.3000000000000000e-01	8.4492542760197707e-03	8.0856576805993347e-02	5.3979891117342414e-01	8.6076804617600855e-01
3.4000000000000000e-01	8.6020407173999652e-03	8.2318692660102977e-02	5.4956000392845749e-01	8.7633316971623274e-01
3.5000000000000000e-01	8.7463379831290474e-03	8.3699569903013291e-02	5.5877874730879680e-01	8.9103345821893276e-01
3.6000000000000000e-01	8.8820036692269629e-03	8.4997845775600869e-02	5.6744604352771804e-01	9.0485440427414379e-01
3.7000000000000000e-01	9.0089038900406497e-03	8.6212239036322210e-02	5.7555333901026850e-01	9.1778236827673237e-01
3.8000000000000000e-01	9.1269134103730141e-03	8.7341551225644458e-02	5.8309263283461254e-01	9.2980459188703996e-01
3.9000000000000000e-01	9.2359157690749501e-03	8.8384667848780265e-02	5.9005648462797552e-01	9.4090921062182383e-01
4.0000000000000000e-01	9.3358033939784331e-03	8.9340559475559593e-02	5.9643802190939339e-01	9.5108526556306962e-01
4.1000000000000000e-01	9.4264777080572624e-03	9.0208282756353004e-02	6.0223094687202173e-01	9.6032271417312031e-01
4.2000000000000000e-01	9.5078492267106850e-03	9.0986981353043856e-02	6.0742954259831074e-01	9.6861244020544848e-01
4.3000000000000000e-01	9.5798376460738924e-03	9.1675886784130638e-02	6.1202867870191262e-01	9.7594626270129097e-01
4.4000000000000000e-01	9.6423719222682402e-03	9.2274319183125426e-02	6.1602381639075357e-01	9.8231694406326750e-01
4.5000000000000000e-01	9.6953903415129793e-03	9.2781687969500033e-02	6.1941101294627351e-01	9.8771819719801548e-01
4.6000000000000000e-01	9.7388405810293065e-03	9.3197492431517681e-02	6.2218692561441334e-01	9.9214469172079211e-01
4.7000000000000000e-01	9.7726797606766302e-03	9.3521322220375042e-02	6.2434881490450961e-01	9.9559205921592058e-01
4.8000000000000000e-01	9.7968744852700920e-03	9.3752857755166956e-02	6.2589454729284104e-01	9.9805689754788890e-01
4.9000000000000000e-01	9.8114008775375829e-03	9.3891870538274209e-02	6.2682259732815888e-01	9.9953677421884697e-01
5.0000000000000000e-01	9.8162446016837273e-03	9.3938223380863089e-02	6.2713204913712312e-01	1.0000302287691882e+00
5.1000000000000000e-01	9.8114008775375829e-03	9.3891870538274209e-02	6.2682259732815888e-01	9.9953677421884697e-01
5.2000000000000000e-01	9.7968744852700920e-03	9.3752857755166956e-02	6.2589454729284104e-01	9.9805689754788890e-01
5.3000000000000000e-01	9.7726797606766302e-03	9.3521322220375042e-02	6.2434881490450961e-01	9.9559205921592058e-01
5.4000000000000000e-01	9.7388405810293065e-03	9.3197492431517681e-02	6.2218692561441334e-01	9.9214469172079211e-01
5.5000000000000000e-01	9.6953903415129793e-03	9.2781687969500033e-02	6.1941101294627351e-01	9.8771819719801548e-01
5.6000000000000000e-01	9.6423719222682402e-03	9.2274319183125426e-02	6.1602381639075357e-01	9.8231694406326750e-01
5.7000000000000000e-01	9.5798376460738924e-03	9.1675886784130638e-02	6.1202867870191262e-01	9.7594626270129097e-01
5.8000000000000000e-01	9.5078492267106850e-03	9.0986981353043856e-02	6.0742954259831073e-01	9.6861244020544848e-01
5.9000000000000000e-01	9.4264777080572624e-03	9.0208282756353004e-02	6.0223094687202173e-01	9.6032271417312031e-01
6.0000000000000000e-01	9.3358033939784331e-03	8.9340559475559593e-02	5.9643802190939339e-01	9.5108526556306962e-01
6.1000000000000000e-01	9.2359157690749501e-03	8.8384667848780265e-02	5.9005648462797552e-01	9.4090921062182383e-01
6.2000000000000000e-01	9.1269134103730141e-03	8.7341551225644458e-02	5.8309263283461254e-01	9.2980459188703996e-01
6.3000000000000000e-01	9.0089038900406497e-03	8.6212239036322210e-02	5.7555333901026850e-01	9.1778236827673237e-01
6.4000000000000000e-01	8.8820036692269629e-03	8.4997845775600868e-02	5.6744604352771804e-01	9.0485440427414379e-01
6.5000000000000000e-01	8.7463379831290474e-03	8.3699569903013291e-02	5.5877874730879680e-01	8.9103345821893276e-01
6.6000000000000000e-01	8.6020407173999652e-03	8.2318692660102976e-02	5.4956000392845749e-01	8.7633316971623273e-01
6.7000000000000000e-01	8.4492542760197707e-03	8.0856576805993346e-02	5.3979891117342414e-01	8.6076804617600854e-01
6.8000000000000000e-01	8.2881294407599758e-03	7.9314665272509021e-02	5.2950510206377495e-01	8.4435344849599425e-01
6.9000000000000000e-01	8.1188252223801446e-03	7.7694479740176314e-02	5.1868873534631452e-01	8.2710557590234164e-01
7.0000000000000000e-01	7.9415087037034720e-03	7.5997619136508268e-02	5.0736048546911719e-01	8.0904144996293974e-01
7.1000000000000000e-01	7.7563548747262093e-03	7.4225758058056240e-02	4.9553153204713558e-01	7.9017889778918239e-01
7.2000000000000000e-01	7.5635464599236642e-03	7.2380645117785282e-02	4.8321354882927033e-01	7.7053653444276157e-01
7.3000000000000000e-01	7.3632737379232049e-03	7.0464101219404255e-02	4.7041869217778934e-01	7.5013374456484893e-01
7.4000000000000000e-01	7.1557343537222272e-03	6.8478017760353714e-02	4.5715958907146585e-01	7.2899066324579530e-01
7.5000000000000000e-01	6.9411331236364037e-03	6.6424354765224979e-02	4.4344932464427489e-01	7.0712815615422744e-01
7.6000000000000000e-01	6.7196818331707088e-03	6.4305138951452504e-02	4.2930142927194581e-01	6.8456779894515226e-01
7.7000000000000000e-01	6.4915990280126938e-03	6.2122461729188457e-02	4.1472986521911500e-01	6.6133185596739018e-01
7.8000000000000000e-01	6.2571097983542789e-03	5.9878477137333398e-02	3.9974901286025634e-01	6.3744325829135086e-01
7.9000000000000000e-01	6.0164455567549091e-03	5.7575399717759944e-02	3.8437365648798781e-01	6.1292558107883520e-01
8.0000000000000000e-01	5.7698438097652970e-03	5.5215502329827309e-02	3.6861896972275957e-01	5.8780302031719692e-01
8.1000000000000000e-01	5.5175479235371317e-03	5.2801113907343517e-02	3.5250050053832251e-01	5.6210036894082423e-01
8.2000000000000000e-01	5.2598068836500689e-03	5.0334617160188913e-02	3.3603415591775530e-01	5.3584299236350690e-01
8.3000000000000000e-01	4.9968750493930241e-03	4.7818446222869178e-02	3.1923618615519257e-01	5.0905680344583527e-01
8.4000000000000000e-01	4.7290119027422642e-03	4.5255084252318447e-02	3.0212316881874650e-01	4.8176823692233527e-01
8.5000000000000000e-01	4.4564817922840238e-03	4.2647060977323213e-02	2.8471199239044854e-01	4.5400422331357707e-01
8.6000000000000000e-01	4.1795536723343661e-03	3.9996950201985430e-02	2.6701983959935661e-01	4.2579216234900250e-01
8.7000000000000000e-01	3.8985008375137445e-03	3.7307367265688605e-02	2.4906417046427604e-01	3.9715989592670020e-01
8.8000000000000000e-01	3.6136006530382069e-03	3.4580966462073581e-02	2.3086270506282893e-01	3.6813568063681358e-01
8.9000000000000000e-01	3.3251342809934145e-03	3.1820438419571167e-02	2.1243340604387697e-01	3.3874815987569778e-01
9.0000000000000000e-01	3.0333864028616084e-03	2.9028507446076724e-02	1.9379446090055563e-01	3.0902633557834562e-01
9.1000000000000000e-01	2.7386449385753565e-03	2.6207928840387179e-02	1.7496426402141425e-01	2.7899953959697928e-01
9.2000000000000000e-01	2.4412007623753411e-03	2.3361486173053765e-02	1.5596139853737532e-01	2.4869740475405334e-01
